E:\New folder	1751535976394
C:\Users\Eino\Desktop	1751535973363
C:\Users\Eino\Music\VST Plugins	1751535959512
C:\ProgramData\Microsoft\Windows\Start Menu\Programs	1751535932974
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows\Start Menu\Programs	1751535900539
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\Pictures.library-ms	1751535866168
C:\Users\Eino\WINDOWS	1751535848314
C:\Users\Eino\Music\freepiano_2.2.2.1_win64\freepiano\vsti	1751535836937
C:\Users\Eino\Documents\QTTabBar\QTTabBar_Plugins_AllInOne	1751535823749
C:\Users\Eino\Documents	1751535750209
C:\Users\Eino\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\StartMenu\KDE  Release\Multimedia	1751535747376
C:\Users\Eino\Pictures	1751535652434
C:\Users\Eino\Documents\AutoHotkey	1751535639190
C:\Users\Eino\AppData\Roaming\Spitfire Audio\Settings	1751535628079
C:\Users\Eino\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar	1751535619260
C:\Users\Eino\AppData\Local\Topten Software\Cantabile 4.0 (x64)	1751535614891
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\goofcord\GoofCord\assets	1751535608054
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{7D83EE9B-2244-4E70-B1F5-5393042AF1E4}	1751535585660
C:\Users\Eino\AppData\Local\Programs\lighttable-0.8.1-windows	1751516384427
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\God Mode	1747089919215
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking	1744494887412
C:\Users\Eino\Downloads\ScreenTranslator	1744478368845
C:\Users\Eino\Downloads\IE-10	1744478344787
C:\Users\Eino\Documents\AutoHotkey\bug.n-9.0.2	1744461385920
C:\Microsoft Shared	1744460580928
C:\Program Files\LogiOptionsPlus	1744078461350
C:\Users\Eino\Pictures\Textures	1744067337478
C:\Microsoft Shared\Phone Tools	1743857597420
C:\Microsoft Shared\Phone Tools\14.0	1743857596050
C:\Microsoft Shared\Phone Tools\14.0\Debugger	1743857595237
C:\Microsoft Shared\Phone Tools\14.0\Debugger\target	1743857594074
C:\Microsoft Shared\Phone Tools\14.0\Debugger\target\x86	1743857591709
C:\Users\Eino\Downloads\susie347b	1743837306745
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\New folder	1743836671613
6	1743836661107
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{1777F761-68AD-4D8A-87BD-30B759FA33DD}\Links	1743836659400
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData	1743836593674
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs	1743836439531
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local	1743836435202
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\ProcessLasso	1743836432545
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs\textadept	1743835995390
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{088E3905-0323-4B02-9826-5D99428E115F}\pvst64_v1.1.10b44\Gear	1742433309094
C:\Users\Eino\.textadept\base16-textadept-main\base16\templates\textadept\themes	1742303108996
C:\Users\Eino\Music\freepiano_2.2.2.1_win64\freepiano\vsti\VSTBucket	1742303108630
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs\textadept\themes	1742242051867
C:\Users\Eino\.textadept\base16-textadept-main\base16\templates\textadept	1742241013270
C:\Users\Eino\.textadept\base16-textadept-main\base16\templates	1742241011043
C:\Users\Eino\.textadept\base16-textadept-main\base16	1742241009336
C:\Users\Eino\.textadept\base16-textadept-main\base16\schemes	1742241007103
C:\Users\Eino\.textadept\base16-textadept-main	1742241001957
C:\Users\Eino\.textadept	1742241000214
C:\Users\Eino\.textadept\themes	1742240998569
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs\textadept\test	1742240989518
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs\textadept\modules	1742240983845
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\Programs\textadept\core	1742240971299
C:\Users\Eino\.textadept\modules	1742240960006
C:\Users\Eino	1742240838417
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\Multicolored\Windows 11 small\Dark Mode	1742240809268
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\GodMode.{ED7BA470-8E54-465E-825C-99712043E01C}	1742240807094
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Local\BuildAGadget Content\Quick Launch	1742240532318
C:\Users\Eino\AppData\Local\KDE Apps\bin	1742240531977
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{088E3905-0323-4B02-9826-5D99428E115F}\pvst64_v1.1.10b44\Gear\Vst	1742157298300
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{088E3905-0323-4B02-9826-5D99428E115F}\pvst64_v1.1.10b44	1742157178431
C:\Users\Eino\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\StartMenu\KDE  Release	1742156928180
es:KDE	1742156905076
es:plasma.exe	1742156870609
es:plasma	1742156795936
C:\Program Files\Microsoft.NET	1742152983645
C:\Program Files\Common Files\VST3	1742152982196
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\goofcord\GoofCord	1742147708190
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\goofcord	1742147699414
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\freepiano_2.2.2.1_win64\freepiano	1742110597179
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\freepiano_2.2.2.1_win64\freepiano\vsti	1742103150208
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\freepiano_2.2.2.1_win64	1742103143638
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}	1742103141355
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins	1742103133798
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket	1742103040821
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Overloud	1742103031552
C:\Users\Eino\Music\VST Plugins\VSTBucket	1742103028510
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\x86_64-win	1742102997981
C:\Users\Eino\Music\VST Plugins\VSTBucket\Flite\Contents	1742102994507
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Flite.vst3\Contents	1742102979934
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Flite.vst3\Contents\x86_64-win	1742102956409
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Recent	1742102750176
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Flite.vst3\Contents\Resources	1742102725863
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Flite.vst3	1742102718326
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon\Contents\x86_64-win	1742102697470
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon\Contents	1742102691406
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon	1742102686427
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon.vst3	1742102672657
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon.vst3\Contents	1742102671384
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\VSTBucket\Chameleon.vst3\Contents\x86_64-win	1742102635715
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST Plugins\BarfBucket	1742102460664
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{A0C69A99-21C8-4671-8703-7934162FCF1D}\VST	1742102443942
C:\Program Files\Common Files\VST3\BC Free Amp VST3 data	1742102378365
C:\Program Files\Common Files\VST3\Chameleon.vst3	1742102374209
C:\Program Files\Common Files\VST3\Chameleon.vst3\Contents	1742102373030
C:\Program Files\Common Files\VST3\Chameleon.vst3\Contents\x86_64-win	1742102370720
C:\Program Files\Common Files\VST3\Flite.vst3	1742102363093
C:\Program Files\Common Files\VST3\Flite.vst3\Contents	1742102361754
C:\Program Files\Common Files\VST3\Flite.vst3\Contents\Resources	1742102359128
C:\Program Files\Common Files\VST3\Flite.vst3\Contents\x86_64-win	1742102355082
C:\Program Files\Common Files\VST3\Overloud	1742102347955
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{7D83EE9B-2244-4E70-B1F5-5393042AF1E4}\Old Since 2-13-25	1742102322311
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{7D83EE9B-2244-4E70-B1F5-5393042AF1E4}\Right-Click Extender\Right-Click Extender v2	1742102321899
C:\Users\Eino\AppData\Roaming\Microsoft\Windows\Start Menu\KDE  Release	1741994014757
C:\Program Files\Common Files\VST3\Spitfire Audio	1741783873593
C:\Program Files\Common Files\VST3\Spitfire Audio\LABS.vst3	1741783872448
C:\Program Files\Common Files\VST3\Spitfire Audio\LABS.vst3\Contents	1741783871285
C:\Program Files\Common Files\VST3\Spitfire Audio\LABS.vst3\Contents\x86_64-win	1741783869607
C:\Program Files\Common Files	1741783853563
C:\Program Files\Common Files\VstPlugins	1741783850901
C:\Program Files\VstPlugins	1741783791074
C:\Program Files\VstPlugins\BC Free Amp VST data\Skins\Racks\Graphics\Knobs	1741783785295
C:\Program Files\VstPlugins\BC Free Amp VST data\Skins\Racks\Graphics	1741783781766
C:\Program Files\VstPlugins\BC Free Amp VST data\Skins\Racks	1741783777414
C:\Program Files\VstPlugins\BC Free Amp VST data\Skins	1741783772288
C:\Program Files\VstPlugins\BC Free Amp VST data	1741783763014
C:\Program Files\VstPlugins\BC Free Amp VST data\Model	1741783761375
C:\Program Files\VstPlugins\BC Free Amp VST data\About	1741783754521
C:\Program Files\VstPlugins\BC Free Amp VST data\Resources	1741783747904
C:\Program Files\VstPlugins\BC Free Amp VST data\Presets	1741783736440
C:\Program Files\VstPlugins\BC Free Amp VST data\Skins\Modern-Theme	1741783716953
C:\Users\Eino\Music\freepiano_2.2.2.1_win64\freepiano	1741783653376
C:\Users\Eino\Music\freepiano_2.2.2.1_win64	1741783650674
C:\Users\Eino\Music	1741783647494
C:\Program Files\VstPlugins\NoiseAsh Audio	1741783642705
C:\Users\Eino\Music\VST Plugins\Action_Tremolo_Windows_Installer_v1.3.5	1741783501499
C:\Users\Eino\Music\VST Plugins\AmplifikationLite_113_Win_VST_64bit	1741783494268
C:\Users\Eino\Music\VST Plugins\BlueCatFreeAmp-Win-1.13	1741783410188
C:\Users\Eino\Music\VST Plugins\STL Ignite - Emissary Plug-In Bundle V2.0.2	1741783372541
C:\Users\Eino\Music\VST Plugins\Sweetcase_EP_Windows_Installer_v1.5.0	1741783289105
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs	1741783264864
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\QTTabBar 2048 Beta2	1741733279078
C:\Program Files\QTTabBar	1741677506169
C:\Program Files\QTTabBar\ShellExt	1741677503073
C:\Program Files\QTTabBar\ShellExt\ViewColor	1741677501465
C:\Program Files\QTTabBar\ShellExt\ViewColor\ja	1741677498242
C:\Program Files\QTTabBar\ShellExt\ShellExecuteHook	1741677489425
C:\Program Files\QTTabBar\Tools	1741677470641
C:\Users\Eino\Music\VST	1741676829174
C:\Users\Eino\Music\freepiano_2.2.2.1_win64\freepiano\plugins	1741564430794
search-ms:crumb=.dll&crumb=location:C:%5CUsers%5CEino%5CMusic%5CVST	1741564345566
C:\Users\Eino\Music\VST\bucketone_1_1_2	1741542707349
C:\Users\Eino\AppData\Roaming\Spitfire Audio	1741531392554
C:\Users\Eino\AppData\Roaming	1741531376425
C:\Users\Eino\AppData\Roaming\com.spitfireaudio	1741531116749
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\ActiveXHelper	1741519694279
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}\Screenshots	1741515582048
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows\Start Menu\KDE  Release\Development	1741512504329
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows\Start Menu\KDE  Release	1741512497274
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows\Start Menu	1741512421343
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft\Windows	1741512391659
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming\Microsoft	1741512370985
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\AppData\Roaming	1741512364095
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}\Start Orbs\windglows_start_orb_pack_by_swapnil36fg_d4uuf0p	1741510170924
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\Multicolored	1741500595292
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\Multicolored\Windows 11 small	1741500582233
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\NirSoft	1741500565215
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\ZIPs	1741500533979
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{D3162B92-9365-467A-956B-92703ACA08AF}\AoESearchArchive	1741495071085
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA	1741483378520
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\The ORIGINAL	1741483362214
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\The ORIGINAL\Good old Windows 7	1741483358600
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\The ORIGINAL\Windows 8.1 and 10	1741483352469
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Redmond Start Orb by Mello-DA\The ORIGINAL\Windows 11	1741483344007
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Aero+Glow (Start Orbs Pack)	1741483271188
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Aero+Glow (Start Orbs Pack)\New Windows Logo	1741483268541
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Aero+Glow (Start Orbs Pack)\New Windows Logo\Small Bottom Taskbar	1741483253806
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\start_orb_token_dark_animated_by_cpp1_d3bhpl5	1741483040488
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\win 8 logo	1741483023718
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\win_11_silver_4_color_start_orb_by_schnuffelkuschel_dhs7iaz	1741481733202
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb\Normal\SP1	1741481722223
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb\Normal	1741481719991
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb\Normal\LAST VERSION	1741481716243
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb	1741481706273
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\win_start_orb__small__by_medi_dadu_d4yc5mq	1741481675235
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8_orb_(square)_by_AP-GRAPHIK	1741481189769
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\{A990AE9F-A03B-4E80-94BC-9912D7504104}\Start Orb	1741479230892
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\win__india_start_orbs_by_swapnil36fg_d4vb4a5	1741477396384
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\white-windows_904685bb62_VSTHEMES-ORG	1741477330094
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\white-windows_904685bb62_VSTHEMES-ORG\Small	1741477327335
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\white-windows_904685bb62_VSTHEMES-ORG\Normal	1741477274377
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}\Start Orbs	1741477158873
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}\Start Orbs\white-windows_904685bb62_VSTHEMES-ORG	1741477147552
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK	1741477100355
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb	1741477089700
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (small arrow)	1741477054996
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (square)	1741477041132
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (square)\SP1\explorer.exe for Windows 7 SP1 7601.17514 x86 (32 bits)	1741477035937
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (square)\SP1	1741477031820
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (square)\explorer.exe for Windows 7 7600.16450 x86 (32 bits)	1741476802430
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win8 orb (black edition) by AP-GRAPHIK\Win8 orb (square)\explorer.exe for Windows 7 7600.16450 x64 (64 bits)	1741476793642
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\{A990AE9F-A03B-4E80-94BC-9912D7504104}\Start Orbs\Start Orb	1741476697066
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Aero+Glow (Start Orbs Pack)\Previous Windows Logo	1741476442280
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\{A990AE9F-A03B-4E80-94BC-9912D7504104}\Start Orbs	1741476429232
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}\Start Orbs\Start Orbs	1741476405857
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\{A990AE9F-A03B-4E80-94BC-9912D7504104}\Start Orbs\Start Orbs	1741476382181
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{24AD3AD4-A569-4530-98E1-AB02F9417AA8}	1741476370668
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Start Orbs	1741476326437
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\win8_white_start_orb_by_robi450_d6847zs	1741476017149
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\windglows_start_orb_pack_by_swapnil36fg_d4uuf0p	1741475975957
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win11RainbowStartOrbSharpCorners	1741475925119
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\Win11RainbowStartOrb_no_rounded_corners_by_schnuffelkuschel_dhrwihi	1741475866652
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Start Orbs\windows_11_rainbow_start_orb_no_rounded_corners_by_schnuffelkuschel_dhrwihi	1741475764710
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Tweaking\cmt	1741475593718
C:\Users\Eino\AppData\Local\Microsoft\Windows\Cursors	1741438933705
C:\Users\Eino\AppData\Local\Microsoft\Windows	1741438913815
C:\Users\Eino\AppData\Local\Microsoft	1741438901028
C:\Users\Eino\AppData\Local	1741438890502
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache\Local	1741438887335
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache\Local\Microsoft	1741438883431
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache	1741438876299
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache\Roaming\Microsoft\Windows\Start Menu	1741438873286
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache\Roaming\Microsoft\Windows\Start Menu\Programs	1741438870865
C:\Users\Eino\AppData\Local\Packages\Microsoft.WinUI3ControlsGallery_8wekyb3d8bbwe\LocalCache\Roaming\Microsoft\Windows	1741438864005
about:blank	1739883229745
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\{0DDD015D-B06C-45D5-8C4C-F59713854639}\Live Wallpapers	1739882682742
::{031E4825-7B94-4DC3-B131-E946B44C8DD5}\{A990AE9F-A03B-4E80-94BC-9912D7504104}\::{3ADD1653-EB32-4CB0-BBD7-DFA0ABB5ACCA}\Wallpaper	1739882682422
::{59031A47-3F72-44A7-89C5-5595FE6B30EE}\Spitfire	1739882554698
::{B2B4A4D1-2754-4140-A2EB-9A76D9D7CDC6}	1739881721863
::{20D04FE0-3AEA-1069-A2D8-08002B30309D}\::{088E3905-0323-4B02-9826-5D99428E115F}\Old Since 2-13-25	1739856285329
